id,symbol,name,publisher,instrument_class,currency,exchange,mic,asset,security_type,min_lot_size,expiration,max_price_variation,unit_of_measure_qty,min_price_increment,display_factor,price_display_format,price_ratio REAL,underlying_symbol,maturity_year,maturity_month,maturity_day,group,tick_rule,strike_price,strike_price_currency
198630479,AGI,ALAMOS GOLD INC-CLASS A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
198630481,SRG,SERITAGE GROWTH PROP- A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Real Estate,,,
199914862,AROC,ARCHROCK INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
199914955,OOMA,OOMA INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Telecommunications,,,
200166024,DLNG PRA,DYNAGAS LNG PARTNERS LP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Shipbuilding,,,
201113890,LOB,LIVE OAK BANCSHARES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
202114841,PLNT,PLANET FITNESS INC - CL A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Leisure Time,,,
202918196,HLI,HOULIHAN LOKEY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
206487194,PJT,PJT PARTNERS INC - A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
206591285,MSGS,MADISON SQUARE GARDEN SPORTS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Entertainment,,,
206663845,CSW,CSW INDUSTRIALS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Machinery-Diversified,,,
206663857,PEN,PENUMBRA INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Healthcare-Products,,,
207737140,SMBK,SMARTFINANCIAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
207739931,WELL,WELLTOWER INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
208317027,PFGC,PERFORMANCE FOOD GROUP CO,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Food,,,
208711503,NXDT,NEXPOINT DIVERSIFIED REAL ES,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
208813725,P,EVERPURE INC-A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Computers,,,
209411798,HPE,HEWLETT PACKARD ENTERPRISE,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Computers,,,
209411801,HPQ,HP INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Computers,,,
210810670,FCPT,FOUR CORNERS PROPERTY TRUST,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
212212695,EQBK,EQUITY BANCSHARES INC - CL A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
212671971,XYZ,BLOCK INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
212990433,OMF,ONEMAIN HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
215361221,YRD,YIREN DIGITAL LTD - SPS ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
217234340,RACE,FERRARI NV,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Auto Manufacturers,,,
215524614,RIV,RIVERNORTH OPPORTUNITIES,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
216386790,HUBB,HUBBELL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electronics,,,
221646041,NRP,NATURAL RESOURCE PARTNERS LP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Coal,,,
224309800,SCHW PRD,CHARLES SCHWAB CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
225585820,ENO,ETR 5 1/2 04/01/66 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
225590118,UA,UNDER ARMOUR INC-CLASS C,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Apparel,,,
229115037,ENIC,ENEL CHILE SA-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
229198872,STT PRG,STATE STREET CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
229629397,SPGI,S&P GLOBAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
231125622,NGVT,INGEVITY CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
231408961,SR,SPIRE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Gas,,,
233010383,ITT,ITT INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Miscellaneous Manufactur,,,
233089461,SITE,SITEONE LANDSCAPE SUPPLY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Distribution/Wholesale,,,
233089623,TPB,TURNING POINT BRANDS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Agriculture,,,
233587209,SUPV,GRUPO SUPERVIELLE SA-SP ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
234662860,USFD,US FOODS HOLDING CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Food,,,
235241382,GUT PRC,GABELLI UTILITY TRUST,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Closed-end Funds,,,
235248586,WCN,WASTE CONNECTIONS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Environmental Control,,,
235873392,RZB,REINSURNCE GR AMER 5 3/4 % DEBENTURES 2016-15.06.56,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
236074120,FTV,FORTIVE CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electronics,,,
236082828,BXC,BLUELINX HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
236086467,HRI,HERC HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
236205569,ATKR,ATKORE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electronics,,,
236747758,MHLA,MAIDEN HOLDINGS LTD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
237794430,TWLO,TWILIO INC - A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Software,,,
238591520,ITGR,INTEGER HOLDINGS CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Healthcare-Products,,,
239699934,GNK,GENCO SHIPPING & TRADING LTD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
240115422,AHT PRF,ASHFORD HOSPITALITY TRUS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
241891174,CRK,COMSTOCK RESOURCES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas,,,
242140470,KNSL,KINSALE CAPITAL GROUP INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
243499255,PHI,PLDT INC-SPON ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Telecommunications,,,
243505391,EAI,ENTERGY ARKANSAS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
243702056,ELC,ENTERGY LOUISIANA LLC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
244164913,JCI,JOHNSON CONTROLS INTERNATION,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Building Materials,,,
247294984,MCI,BARINGS CORPORATE INVESTORS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
247294989,MPV,BARINGS PARTICIPATION INVEST,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
247294995,BGH,BARINGS GLBL SHRT DUR HI YLD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
247555136,EMP,ENTERGY MISSISSIPPI INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
247571042,ASIX,ADVANSIX INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
247845864,AHL PRD,ASPEN INSURANCE HLDG LTD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
247848839,NTB,BANK OF N.T. BUTTERFIELD&SON,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
247848908,FBK,FB FINANCIAL CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
247915706,ASH,ASHLAND INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
247915711,DFIN,DONNELLEY FINANCIAL SOLUTION,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Software,,,
248682005,ELF,ELF BEAUTY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Cosmetics/Personal Care,,,
248754546,VVV,VALVOLINE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
249089410,ZTR,VIRTUS TOTAL RETURN FUND INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
249095463,OPP,RIVERNRTH/DOUBLELNE STR OPP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
249453965,SD,SANDRIDGE ENERGY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas,,,
249723154,SEAL PRA,TGP 9 12/31/49 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
250142644,CWH,CAMPING WORLD HOLDINGS INC-A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
251279719,CIM PRA,CIM 8 12/31/49 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
251376406,YUMC,YUM CHINA HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
251962528,AA,ALCOA CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
252023246,AHT PRG,ASHFORD HOSPITALITY TRUS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
252066451,ADNT,ADIENT PLC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Auto Parts&amp;Equipment,,,
253184108,LW,LAMB WESTON HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Food,,,
253210632,ZTO,ZTO EXPRESS CAYMAN INC-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
253210637,GOLF,ACUSHNET HOLDINGS CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Leisure Time,,,
253914886,DSU,BLACKROCK DEBT STRATEGIES,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
254032786,AXS PRE,AXIS CAPITAL HLDGS LTD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Insurance,,,
254455210,CXW,CORECIVIC INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
254457731,VST,VISTRA CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
254791638,INSW,INTERNATIONAL SEAWAYS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
255608245,IIPR,INNOVATIVE INDUSTRIAL PROPER,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
257298774,RA,BROOKFIELD REAL ASSETS INCOM,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
257683661,MAA PRI,MID-AMER APT CMNTYS INC 8.5% PFD SE,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
257939796,HGV,HILTON GRAND VACATIONS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Lodging,,,
257941386,KEY PRI,KEY 6 1/8 12/31/49 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
257944570,HLT,HILTON WORLDWIDE HOLDINGS IN,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Lodging,,,
257944575,PK,PARK HOTELS & RESORTS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
258821404,RH,RH,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
259941292,WBIY,WBI POWER FACTOR HIGH DIV,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
260424621,LCII,LCI INDUSTRIES,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Home Builders,,,
260821236,TFII,TFI INTERNATIONAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
262072228,FTI,TECHNIPFMC PLC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
263852212,JELD,JELD-WEN HOLDING INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Building Materials,,,
264212473,MS PRK,MORGAN STANLEY,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
264405214,INVH,INVITATION HOMES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
264485689,KRP,KIMBELL ROYALTY PARTNERS LP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas,,,
265109878,CLPR,CLIPPER REALTY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
265852072,GNL,GLOBAL NET LEASE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
267760742,CPAC,CEMENTOS PACASMAYO SAA - ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Building Materials,,,
267816003,CIM PRB,CIM 8 PERP PD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
268060148,SNAP,SNAP INC - A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Internet,,,
268947832,PMT PRA,PENNYMAC MTGE INVESTMENT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
268960158,DXC,DXC TECHNOLOGY CO,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Computers,,,
269024586,TWO PRA,TWO 8 1/8 12/31/49 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
269497577,FLG PRA,FLAGSTAR FINANCIAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
269515674,GOOS,CANADA GOOSE HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Apparel,,,
269581459,PUMP,PROPETRO HOLDING CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
271303334,BTU,PEABODY ENERGY CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Coal,,,
271583095,TEN PRE,TSAKOS ENERGY NAVIGATION,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
271857752,SNDR,SCHNEIDER NATIONAL INC-CL B,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
272561931,HCC,WARRIOR MET COAL INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Coal,,,
272561934,YEXT,YEXT INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Software,,,
273043170,WFC PRY,WFC 5 5/8 PRER PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
273043228,WTTR,SELECT WATER SOLUTIONS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
273241270,NGG,NATIONAL GRID PLC-SP ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
273992879,FND,FLOOR & DECOR HOLDINGS INC-A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
274144952,CVNA,CARVANA CO,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Retail,,,
274836867,WPM,WHEATON PRECIOUS METALS CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
274859321,KREF,KKR REAL ESTATE FINANCE TRUS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
275358244,FPH,FIVE POINT HOLDINGS LLC-CL A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Real Estate,,,
275472777,CARS,CARS.COM INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Internet,,,
275577730,GLOP PRA,GLOP 8/58 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
275582621,SEI,SOLARIS ENERGY INFRASTRUCTUR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
276046464,MT,ARCELORMITTAL-NY REGISTERED,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Iron/Steel,,,
276140774,SMHI,SEACOR MARINE HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
276328013,CVSA,COVISTA INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
277376628,JHG,JANUS HENDERSON GROUP PLC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
277364431,PSA PRF,PUBLIC STORAGE,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
278468262,NGL PRB,NGL 9 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Pipelines,,,
279262660,BOC,BOSTON OMAHA CORP-CL A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Advertising,,,
280153137,OPTU,OPTIMUM COMMUNICATIONS INC-A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Media,,,
280259074,SCE PRL,SCE TRUST VI,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
280540825,GPMT,GRANITE POINT MORTGAGE TRUST,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
280731752,DK,DELEK US HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas,,,
280739314,BY,BYLINE BANCORP INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
280803967,JBGS,JBG SMITH PROPERTIES,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
281195011,PMT PRB,PENNYMAC MTGE INVESTMENT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
281316191,CODI PRA,COMPASS DIVERSIF HOLDING,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Investment Companies,,,
282015494,AMH PRG,AMH 5 7/8 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
282556791,TWO PRB,TWO HARBORS INV CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
282665987,TRTX,TPG RE FINANCE TRUST INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
283972151,NLY PRF,NLY 6.95 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
284447308,TDW,TIDEWATER INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
284629422,PSA PRG,PSA 5.05 12/31/49 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
284937845,DLR PRJ,DIGITAL REALTY TRUST INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
285217742,KIM PRL,KIM 5 1/8 PERP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
285217852,RNGR,RANGER ENERGY SERVICES-CL A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
285542386,IVR PRC,IVR 7/12 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
285675109,CHMI PRA,CHMI 8.2 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
286030327,CLF,CLEVELAND-CLIFFS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Iron/Steel,,,
286166565,AHT PRH,ASHFORD HOSPITALITY TRUS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
287247072,CDR PRC,CEDAR REALTY TRUST INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
287872167,RLJ PRA,RLJ LODGING TRUST,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
288039996,KNX,KNIGHT-SWIFT TRANSPORTATION,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
288871058,GNL PRA,GLOBAL NET LEASE INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
289903549,HBB,HAMILTON BEACH BRAND-A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Home Furnishings,,,
290000402,FOR,FORESTAR GROUP INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Home Builders,,,
290006009,GPJA,SO 5 10/01/77 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
290088200,XRN PRA,GLOBAL MEDICAL REIT INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
290952951,GGT PRE,GABELLI MULTIMEDIA TRUST,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Closed-end Funds,,,
291082864,SFB,SF 5.2 10/15/47 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
291373174,NSA PRA,NATIONAL STORAGE AFFILIA,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
292080616,VICI,VICI PROPERTIES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
292491487,TPR,TAPESTRY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Apparel,,,
292608665,HTT,HIGH TEMPLAR TECH LIMITED,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
292735472,SE,SEA LTD-ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Internet,,,
292735614,SEAL PRB,TEEKAY LNG PARTNERS,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
491932200,ERO,ERO COPPER CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
292984312,IIPR PRA,INNOVATIVE INDL PPTYS INC PFD SR A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
293786477,GNT PRA,GAMCO NATURAL RE GOLD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Closed-end Funds,,,
293795910,NEXA,NEXA RESOURCES SA,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Mining,,,
294108963,TBB,T 5.35 11/01/66 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Telecommunications,,,
294363537,LOMA,LOMA NEGRA CIA IND-SPON ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Building Materials,,,
295154159,INN PRE,INN 6 1/4 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
295296295,CNX,CNX RESOURCES CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas,,,
295297490,HFRO,HIGHLAND OPPORT & INCOME,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
295297705,MCB,METROPOLITAN BANK HOLDING CO,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
295400692,REXR PRB,REXFORD INDUSTRIAL REALT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
295400714,EHC,ENCOMPASS HEALTH CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Healthcare-Services,,,
295754145,AHT PRI,AHT 7 1/2 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
295757261,IQV,IQVIA HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Healthcare-Services,,,
296044427,CNNE,CANNAE HOLDINGS INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Investment Companies,,,
296180927,DTW,DTE 5 1/4 12/01/77 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
296448092,MTW,MANITOWOC COMPANY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Machinery-Constr&amp;Mining,,,
296562825,TWO PRC,TWO HARBORS INVESTMENT CORP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
297165005,LXFR,LUXFER HOLDINGS PLC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Hand/Machine Tools,,,
297167919,SOJC,SO 5 1/4 12/01/77 PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
297263249,EPR PRG,EPR PROPERTIES,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
297992417,ACP,ABRDN INCOME CREDIT STRAT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
298639395,VNO PRM,VNO 5 1/4 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
298640634,BWG,BRANDYWINEGLOBAL GLOBAL INCO,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,,,,
298720901,WBS PRF,WEBSTER FINANCIAL CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Banks,,,
299184619,SRG PRA,SERITAGE GROWTH PROPERT,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Real Estate,,,
299331672,KIM PRM,KIMCO REALTY CORP,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
301035662,NTR,NUTRIEN LTD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Chemicals,,,
302197396,NLY PRG,NLY 6 1/2 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
302202060,LBRT,LIBERTY ENERGY INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Oil&amp;Gas Services,,,
302541040,GLOP PRB,GLOP 8.2 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Transportation,,,
302902498,ADT,ADT INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Commercial Services,,,
302902503,COLD,AMERICOLD REALTY TRUST INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
302999897,BFS PRD,BFS 6 1/8 PERP PFD,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
303325834,PAGS,PAGSEGURO DIGITAL LTD-CL A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Diversified Finan Serv,,,
304032101,GTES,GATES INDUSTRIAL CORP PLC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Machinery-Diversified,,,
304278109,UMH PRD,UMH PROPERTIES INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,REITS,,,
304958839,CAAP,CORP AMERICA AIRPORTS SA,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Engineering&amp;Construction,,,
305095834,CEPU,CENTRAL PUERTO-SPONSORED ADR,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Electric,,,
305881950,WHD,CACTUS INC - A,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Machinery-Diversified,,,
308729732,EFOR,EVERFORTH INC,,K,USD,NYSE,XNYS,,,,,,,,,,,,,,,Computers,,,
